1.477000000000000091e+00,4.520600000000000307e+01,1.011230000000000047e+02
1.969000000000000083e+00,5.056199999999999761e+01,1.478909999999999911e+02
1.407000000000000028e+00,7.394599999999999795e+01,1.592340000000000089e+02
2.504000000000000004e+00,7.961700000000000443e+01,3.116619999999999777e+02
8.529999999999999805e-01,1.558309999999999889e+02,2.480910000000000082e+02
1.308000000000000052e+00,1.240460000000000065e+02,2.529929999999999950e+02
1.518000000000000016e+00,1.264959999999999951e+02,2.893530000000000086e+02
7.850000000000000311e-01,1.446759999999999877e+02,2.218919999999999959e+02
2.149000000000000021e+00,1.109459999999999980e+02,3.579030000000000200e+02
2.380999999999999783e+00,1.789519999999999982e+02,6.550850000000000364e+02
1.483000000000000096e+00,3.275419999999999732e+02,7.349099999999999682e+02
3.180000000000000049e-01,3.674549999999999841e+02,4.370190000000000055e+02
1.987000000000000099e+00,2.185089999999999861e+02,6.451449999999999818e+02
1.429000000000000048e+00,3.225720000000000027e+02,7.026770000000000209e+02
3.709999999999999964e-01,3.513380000000000223e+02,4.299789999999999850e+02
1.893000000000000016e+00,2.149890000000000043e+02,6.032300000000000182e+02
5.889999999999999680e-01,3.016150000000000091e+02,4.157559999999999718e+02
1.423999999999999932e+00,2.078779999999999859e+02,4.515830000000000268e+02
6.590000000000000302e-01,2.257909999999999968e+02,3.234200000000000159e+02
8.960000000000000187e-01,1.617100000000000080e+02,2.635140000000000100e+02
7.089999999999999636e-01,1.317570000000000050e+02,1.938580000000000041e+02
9.679999999999999716e-01,9.692900000000000205e+01,1.643180000000000121e+02
1.044000000000000039e+00,8.215900000000000603e+01,1.451419999999999959e+02
7.690000000000000169e-01,7.257099999999999795e+01,1.103499999999999943e+02
1.060000000000000053e+00,5.517499999999999716e+01,9.829800000000000182e+01
2.193999999999999950e+00,4.914900000000000091e+01,1.625190000000000055e+02
1.814999999999999947e+00,8.125900000000000034e+01,2.185449999999999875e+02
1.116999999999999993e+00,1.092729999999999961e+02,2.008859999999999957e+02
1.012999999999999901e+00,1.004429999999999978e+02,1.744770000000000039e+02
7.079999999999999627e-01,8.723900000000000432e+01,1.282839999999999918e+02
1.749999999999999889e-01,6.414199999999999591e+01,7.057899999999999352e+01
2.095000000000000195e+00,3.528999999999999915e+01,1.105160000000000053e+02
8.369999999999999662e-01,5.525800000000000267e+01,8.719400000000000261e+01
1.776999999999999913e+00,4.359700000000000131e+01,1.148070000000000022e+02
2.310000000000000109e-01,5.740400000000000347e+01,6.510999999999999943e+01
